"Cluster" "Outcome.Grp" "Outcome" "Trt.Grp" "Count" "Exposure"
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_11" 1 28 40491.2366043326
"720.0-900.0" "Bdy-sys_12" "Adv-Ev_109" 3 33 43173.043891561
"900.0-1080.0" "Bdy-sys_7" "Adv-Ev_54" 3 15 11988.6512483952
"360.0-540.0" "Bdy-sys_2" "Adv-Ev_15" 4 67 114297.580181476
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_32" 2 45 77993.0361549484
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_138" 3 100 164914.953486506
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_97" 2 14 12304.9659568248
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_90" 1 72 160927.645744696
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_90" 4 70 117609.555473277
"0.0-180.0" "Bdy-sys_4" "Adv-Ev_33" 4 84 167007.591185356
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_34" 2 19 41753.0157511943
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_120" 2 70 116848.60868744
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_98" 2 65 149583.153395823
"360.0-540.0" "Bdy-sys_15" "Adv-Ev_153" 4 70 118054.34349764
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_24" 4 31 63326.4097472768
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_75" 2 57 120682.825837839
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_91" 1 88 159820.71629558
"180.0-360.0" "Bdy-sys_12" "Adv-Ev_116" 4 74 149698.664086552
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_73" 3 66 117632.525748513
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_129" 4 49 73597.2115008055
"720.0-900.0" "Bdy-sys_12" "Adv-Ev_116" 3 27 46826.9914918527
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_118" 2 43 79021.2858250316
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_154" 2 73 151146.319997635
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_38" 4 45 74423.8628371173
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_101" 4 94 164903.369530184
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_97" 1 5 12827.8144198391
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_109" 3 21 13344.7916531939
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_115" 4 76 119131.534251562
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_99" 4 8 12834.1818241197
"900.0-1080.0" "Bdy-sys_4" "Adv-Ev_30" 2 5 12502.0495295573
"360.0-540.0" "Bdy-sys_4" "Adv-Ev_28" 4 66 114904.241213207
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_149" 3 40 44133.2516306757
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_142" 2 2 13456.8998396381
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_70" 1 64 117521.954278831
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_79" 2 51 76995.3658321931
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_50" 4 102 163854.572275099
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_51" 2 11 13157.6479829861
"180.0-360.0" "Bdy-sys_8" "Adv-Ev_62" 3 93 151143.546066995
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_128" 1 83 143773.407734945
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_43" 3 49 73156.9490612304
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_41" 2 98 164415.129079576
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_117" 3 24 42979.9345983681
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_50" 4 44 76285.1552791051
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_135" 2 9 11405.8372867771
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_132" 4 97 146458.045741575
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_80" 3 78 115999.714409536
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_94" 4 9 13034.2103901959
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_89" 3 75 118461.27349835
"900.0-1080.0" "Bdy-sys_7" "Adv-Ev_60" 4 10 13215.5464965323
"180.0-360.0" "Bdy-sys_2" "Adv-Ev_14" 2 80 148736.796234424
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_146" 2 70 153074.756406207
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_5" 4 89 165183.086094571
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_75" 4 57 120682.825837839
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_94" 2 84 166820.291178075
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_92" 2 7 12452.6766355253
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_16" 4 88 164833.084539036
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_90" 4 24 42632.0078677784
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_86" 4 91 165331.741623753
"720.0-900.0" "Bdy-sys_7" "Adv-Ev_56" 3 35 45660.4451320172
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_149" 4 30 44133.2516306757
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_26" 3 63 79439.2686573555
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_69" 4 63 115167.727765614
"900.0-1080.0" "Bdy-sys_4" "Adv-Ev_26" 2 11 13068.1001055058
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_114" 4 9 13302.2293863363
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_71" 2 42 77200.4326467406
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_117" 2 77 117771.363452107
"900.0-1080.0" "Bdy-sys_4" "Adv-Ev_29" 2 7 13242.2971916392
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_94" 2 9 13034.2103901959
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_9" 4 20 41676.8020388884
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_50" 4 5 12566.1574807365
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_3" 3 41 44671.5537784429
"900.0-1080.0" "Bdy-sys_3" "Adv-Ev_24" 3 18 10201.3051705494
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_93" 4 8 12652.8613398558
"360.0-540.0" "Bdy-sys_3" "Adv-Ev_21" 4 58 97354.9965562309
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_125" 3 19 13443.4342189453
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_56" 1 47 72223.8717781095
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_72" 1 81 143829.591740748
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_146" 3 80 153074.756406207
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_48" 1 55 118441.852237246
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_25" 1 80 145817.463818627
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_79" 1 6 12489.3740266414
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_145" 2 10 13425.0561780198
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_86" 3 103 148303.157689336
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_126" 2 101 164179.400281109
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_143" 2 9 12018.6745527301
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_44" 1 60 116515.15059634
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_76" 2 90 164850.44285045
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_49" 1 6 12872.0322050811
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_25" 2 38 66884.823570528
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_99" 3 104 164061.003874437
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_35" 2 27 43889.7025474979
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_25" 4 38 66884.823570528
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_111" 2 1 11870.0768168981
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_128" 3 106 164748.555172659
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_14" 2 98 164182.730472989
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_4" 4 24 43986.0209120193
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_42" 3 34 45305.1901078792
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_24" 1 90 159097.950387897
"0.0-180.0" "Bdy-sys_7" "Adv-Ev_57" 3 109 164741.927793492
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_55" 3 72 117459.127026906
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_47" 1 25 40414.0772733861
"180.0-360.0" "Bdy-sys_12" "Adv-Ev_111" 2 101 146790.288238847
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_48" 4 60 75670.307475745
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_77" 2 79 149860.829214551
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_135" 3 103 165438.395983594
"900.0-1080.0" "Bdy-sys_4" "Adv-Ev_31" 2 5 12899.4339627162
"900.0-1080.0" "Bdy-sys_9" "Adv-Ev_72" 4 10 13668.7409516707
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_122" 2 20 44644.142504206
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_149" 3 105 148566.246409523
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_106" 4 72 150047.272742723
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_45" 2 26 39361.1378635146
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_144" 4 19 45908.6383118343
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_102" 3 93 149370.204093053
"180.0-360.0" "Bdy-sys_4" "Adv-Ev_30" 1 76 145086.53734636
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_141" 4 28 44221.2382836413
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_142" 1 17 40102.7277800389
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_97" 2 19 42644.3765786578
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_140" 3 31 42044.3496243455
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_3" 2 37 77751.9130852074
"0.0-180.0" "Bdy-sys_4" "Adv-Ev_27" 2 107 164407.887940221
"0.0-180.0" "Bdy-sys_8" "Adv-Ev_63" 1 98 159060.803997544
"0.0-180.0" "Bdy-sys_12" "Adv-Ev_114" 1 92 159041.116047318
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_99" 3 93 148432.246838107
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_113" 2 6 14209.4749556797
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_4" 2 98 147003.453734298
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_70" 3 100 148365.644197897
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_122" 3 18 13543.4471465705
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_69" 3 100 146921.276672505
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_105" 2 83 151038.458429506
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_89" 1 41 77009.0863064764
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_136" 2 25 46025.5248412432
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_155" 2 28 43664.9657636079
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_112" 3 58 76385.211206689
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_55" 1 63 112974.176012154
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_38" 1 90 159566.296610839
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_7" 2 41 77883.3665892278
"360.0-540.0" "Bdy-sys_3" "Adv-Ev_20" 3 63 106597.992973125
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_93" 4 38 74873.2951084384
"0.0-180.0" "Bdy-sys_4" "Adv-Ev_33" 3 94 167007.591185356
"720.0-900.0" "Bdy-sys_7" "Adv-Ev_56" 2 25 45660.4451320172
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_91" 3 83 166241.591318413
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_13" 2 8 12913.8096844153
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_90" 2 24 42632.0078677784
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_51" 2 92 149942.101517143
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_58" 2 35 76134.153265671
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_78" 3 112 164860.295809604
"0.0-180.0" "Bdy-sys_4" "Adv-Ev_32" 2 95 163589.480518273
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_82" 4 9 13780.3188062023
"720.0-900.0" "Bdy-sys_3" "Adv-Ev_19" 2 16 38542.8035553264
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_103" 3 15 13896.1715410962
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_96" 1 7 13465.2111223361
"360.0-540.0" "Bdy-sys_4" "Adv-Ev_31" 4 61 118764.885215737
"0.0-180.0" "Bdy-sys_9" "Adv-Ev_73" 1 96 159008.956771697
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_137" 3 12 12574.7007299993
"900.0-1080.0" "Bdy-sys_3" "Adv-Ev_21" 4 6 11050.9598829925
"360.0-540.0" "Bdy-sys_8" "Adv-Ev_63" 2 77 112356.898724991
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_120" 4 42 75723.9903742266
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_84" 2 72 118164.870361903
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_135" 4 9 11405.8372867771
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_121" 3 106 164884.221513072
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_98" 3 75 149583.153395823
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_23" 2 92 132916.287740841
"360.0-540.0" "Bdy-sys_15" "Adv-Ev_154" 3 95 119521.647575878
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_54" 1 92 144397.992605521
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_105" 2 7 13597.6329440178
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_81" 2 95 163741.527466479
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_93" 4 98 149021.590548902
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_9" 4 42 75731.001698531
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_30" 3 47 73921.5426077172
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_45" 2 61 113342.261869201
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_90" 2 41 75314.2601943322
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_146" 4 31 44515.559195826
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_154" 2 85 164874.14313706
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_7" 1 12 13381.8858898688
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_113" 3 62 120799.42222862
"540.0-720.0" "Bdy-sys_8" "Adv-Ev_61" 3 49 77297.7475231323
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_117" 1 24 43515.6488737665
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_47" 3 104 165463.591324973
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_65" 4 23 43582.2899354975
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_103" 3 78 120523.430041132
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_50" 4 78 148052.315698462
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_140" 2 78 150135.342855549
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_96" 4 83 150797.531259935
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_122" 1 47 72999.0691758325
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_17" 1 93 159249.15492475
"720.0-900.0" "Bdy-sys_12" "Adv-Ev_112" 4 28 42536.2155748837
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_94" 2 72 151624.75015599
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_86" 1 7 11741.0996411167
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_149" 3 17 13115.3930901254
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_98" 2 35 79843.6462944906
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_155" 2 10 13402.0625685677
"0.0-180.0" "Bdy-sys_4" "Adv-Ev_28" 1 82 160419.175674582
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_147" 3 109 164985.026967418
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_152" 1 85 159961.978954073
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_150" 1 85 160058.714891823
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_114" 1 53 74861.2088960922
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_154" 1 22 42806.9920677689
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_15" 1 28 38389.6934179913
"720.0-900.0" "Bdy-sys_12" "Adv-Ev_110" 4 24 43450.9608927022
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_17" 1 28 44242.4053117428
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_134" 2 6 13820.446135813
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_75" 3 88 152202.235973621
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_100" 3 50 80591.3701204572
"360.0-540.0" "Bdy-sys_3" "Adv-Ev_23" 1 72 117952.683693532
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_141" 4 100 163216.95827275
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_19" 1 39 76256.5760175902
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_87" 4 48 77731.7246799022
"360.0-540.0" "Bdy-sys_8" "Adv-Ev_61" 3 71 119078.708822868
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_9" 2 83 150593.477321146
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_68" 2 27 79259.9878789454
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_84" 4 30 42591.2955023809
"0.0-180.0" "Bdy-sys_12" "Adv-Ev_114" 3 83 166802.428016574
"360.0-540.0" "Bdy-sys_3" "Adv-Ev_24" 3 69 98391.0322573806
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_146" 4 45 80795.1045238112
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_134" 2 23 44233.4906092505
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_100" 4 79 150054.79263389
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_83" 4 6 13733.0752231407
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_122" 3 94 165295.084798704
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_59" 1 77 144330.901925266
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_46" 2 45 82257.5913883829
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_72" 1 54 117047.163701553
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_97" 4 37 75618.2791773353
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_6" 1 94 158970.262985856
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_149" 3 100 165532.292871896
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_98" 3 107 164061.697042039
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_137" 4 2 12574.7007299993
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_45" 2 56 71820.3451207168
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_5" 2 89 165183.086094571
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_23" 3 186 158139.055317832
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_74" 3 92 151742.672174217
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_17" 3 108 164404.308658931
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_83" 3 111 164836.588394555
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_106" 1 45 74645.3693946618
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_120" 3 33 43076.4172219373
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_92" 2 22 43283.4427893819
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_7" 4 41 77883.3665892278
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_114" 1 65 115482.495399605
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_89" 2 100 164072.401371174
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_91" 3 14 13269.2781208341
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_71" 3 52 77200.4326467406
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_84" 3 93 149481.876198561
"900.0-1080.0" "Bdy-sys_5" "Adv-Ev_37" 3 17 13580.1743847832
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_132" 2 97 146458.045741575
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_72" 3 62 78811.7278281525
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_49" 4 78 118234.481727277
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_104" 2 95 164297.488549499
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_78" 4 62 114954.050514255
"900.0-1080.0" "Bdy-sys_4" "Adv-Ev_33" 4 5 12802.2887354769
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_81" 4 9 12742.5578600721
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_10" 3 89 117934.554154975
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_4" 1 8 13256.6302842763
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_124" 3 54 76735.2998588652
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_131" 1 83 160341.01082988
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_127" 1 56 73698.8780832951
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_87" 2 48 77731.7246799022
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_74" 3 82 119179.906208254
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_46" 3 95 165513.654648971
"360.0-540.0" "Bdy-sys_8" "Adv-Ev_63" 4 77 112356.898724991
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_63" 1 17 42081.7616949773
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_20" 2 164 156909.253752537
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_21" 3 44 63497.8084372376
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_46" 2 63 123256.77653378
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_69" 1 23 42731.1178599068
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_93" 1 92 159878.585722375
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_101" 2 94 164903.369530184
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_72" 4 73 151605.392355196
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_58" 1 40 75652.3902517973
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_93" 3 84 116516.927377814
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_41" 3 108 164415.129079576
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_134" 1 4 12813.830569766
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_125" 1 36 73778.8496199779
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_10" 1 57 112694.245711917
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_97" 4 68 118464.590966381
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_122" 4 20 44644.142504206
"0.0-180.0" "Bdy-sys_7" "Adv-Ev_55" 4 96 164778.978665725
"540.0-720.0" "Bdy-sys_8" "Adv-Ev_64" 1 35 77679.8869640514
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_31" 3 53 78357.5711862658
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_94" 1 52 73822.6787502083
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_35" 2 99 150946.081739226
"180.0-360.0" "Bdy-sys_8" "Adv-Ev_65" 2 88 148717.992233341
"360.0-540.0" "Bdy-sys_2" "Adv-Ev_12" 1 65 112994.228414411
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_141" 4 67 118917.836584112
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_124" 4 10 11721.3700532248
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_137" 3 52 74767.2683727997
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_77" 2 46 76479.7561133847
"900.0-1080.0" "Bdy-sys_5" "Adv-Ev_41" 1 8 12574.2702150348
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_112" 2 6 12446.7341153694
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_72" 2 52 78811.7278281525
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_99" 1 66 144789.478084567
"360.0-540.0" "Bdy-sys_3" "Adv-Ev_21" 2 58 97354.9965562309
"900.0-1080.0" "Bdy-sys_7" "Adv-Ev_58" 3 20 12119.1230482711
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_132" 1 16 38608.3609617464
"720.0-900.0" "Bdy-sys_3" "Adv-Ev_20" 3 37 40810.951022076
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_139" 1 20 40968.3707177758
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_150" 1 84 143485.10817744
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_50" 2 27 41911.4751673174
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_70" 3 49 76078.3751577515
"360.0-540.0" "Bdy-sys_4" "Adv-Ev_27" 2 62 116977.8614734
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_10" 4 77 151648.276005237
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_93" 4 85 165776.169169421
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_6" 4 65 116946.854031943
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_113" 1 7 11472.9595739766
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_36" 2 96 164980.601188019
"360.0-540.0" "Bdy-sys_2" "Adv-Ev_14" 1 63 115874.496125256
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_135" 4 52 116052.483314482
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_119" 2 65 117839.86539969
"540.0-720.0" "Bdy-sys_8" "Adv-Ev_62" 1 37 79584.4604302239
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_76" 1 8 12127.2548733518
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_143" 1 7 13192.955682099
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_114" 3 64 81787.7601112305
"540.0-720.0" "Bdy-sys_8" "Adv-Ev_66" 2 44 72814.4859597091
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_96" 1 38 75866.0185766548
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_51" 4 74 116693.013519511
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_75" 4 49 78492.4559780392
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_55" 4 83 147893.488409834
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_153" 2 19 43012.4780605188
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_88" 3 37 44748.4997855798
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_130" 1 47 113926.514955997
"180.0-360.0" "Bdy-sys_4" "Adv-Ev_30" 2 87 148025.036690173
